"AnswerId","CommentId","Comment Author","Comment Date","Comment Index","Comment","EditGroups","EditGroups - Same Commenter/Editor","EditGroups - Different Commenter/Editor","EditGroups - with Cardinality","EditGroups - with improved regex","Edit Index – Author 1","Reason","Useful standalone?","Edit Index – Author 2","Reason","Useful standalone?","Relation Conflict","EditIds","Pair found?","Useful conflict","Useful"
7416218,8962797,"Tom Hawtin - tackline","Sep 14 '11 at 12:37:18",6,"@since 1.7 `return x != other.x ? Integer.compare(x, other.x) : Integer.compare(y, other.y);`","[(3, ['compare(x, other.x)', 'Integer.compare', 'Integer.compare(x, other.x)', 'compare(y, other.y)', 'return x != other.x ? Integer.compare(x, other.x) : Integer.compare(y, other.y);', 'Integer.compare(y, other.y)'])]","[(3, {'compare(y, other.y)', 'Integer.compare', 'compare(x, other.x)'})]","[(3, {'Integer.compare', 'compare(x, other.x)', 'compare(y, other.y)'})]","[(3, ['compare(x, other.x)', 'compare(y, other.y)', 'Integer.compare'])]",,3,"Because of an updated API commenter suggests code ","Yes",3,,"Yes","No",3,"Yes","No","Yes"
7416218,8962854,"Jon Skeet","Sep 14 '11 at 12:40:35",7,"@Tom: Thanks, removed the ""if"" check. Will add a comment for the Integer.compare (good to see that's finally there...)",,,,,,,,,,,,"No",,"No","N/A",
7416218,8964319,"SNpn","Sep 14 '11 at 13:54:45",8,"@Jon what does `hashCode` do and why do I have to override it?",,,,,,,,,,,,"No",,"No","N/A",
7416218,8964352,"Jon Skeet","Sep 14 '11 at 13:56:06",9,"@SNpn: That's a far bigger question than can be answered easily in comments - I suggest you look at the documentation in java.lang.Object to start with, and then ask another question if it doesn't explain everything. *In this case* as TreeSet only cares about ordering, you don't have to do it - but you'd get odd results if you used a HashSet instead.",,,,,,,,,,,,"No",,"No","N/A",
7416218,8977704,"SNpn","Sep 15 '11 at 06:30:31",10,"@Jon one more question, how come when I try to override the compareTo function it says it doesnt need to be overriden. Also just by overriding the equals operation, does that make the treeset's sorting ability work?",,,,,,,,,,,,"No",,"No","N/A",
7416218,8977756,"Jon Skeet","Sep 15 '11 at 06:34:05",11,"@SNpn: Using @Override for interface methods is a nice way of communicating that you're providing the implementation of a method originally declared elsewhere. It's not *necessary*, and in Java 5 it's not permitted IIRC, but in Java 6+ I still prefer it. And no, *just* overriding `equals` won't let TreeSet sort the values - how would it be able to tell which value should come before the other?",,,,,,,,,,,,"No",,"No","N/A",
8949391,11246939,"user1161447","Jan 23 '12 at 19:36:51",1,"No go unfortunately I cannot call ""getUpdateKey()"" like that. Here's the error: Either there are no methods with the specified method name and argument types or the getUpdateKey method is overloaded with argument types that ColdFusion cannot decipher reliably. ColdFusion found 0 methods that match the provided arguments. When I change it to getUpdates() it just returns 0. I'm also using NetworkUpdateType.valueOf(""SHARED_ITEM"") because I want to get my shared items.","[(4, ['getUpdateKey()', 'NetworkUpdateType.valueOf(""SHARED_ITEM"")', 'getUpdates', 'valueOf', 'getUpdateKey', 'SHARED_ITEM', 'NetworkUpdate', 'ColdFusion', 'NetworkUpdateType.valueOf', 'valueOf(""SHARED_ITEM"")', '""getUpdateKey()', 'getUpdates()'])]",,,"[(4, ['getUpdates', 'getUpdates()'])]","[(4, ['getUpdates'])]",4,"Mentions an error with the current solution and an edit was made to address it","No",4,"comment reports edit and editor updates the example","Yes (w/ editing)","No",4,"Yes","Yes","Yes (w/ editing)"
8949391,11247670,"Leigh","Jan 23 '12 at 20:17:39",2,"When you use SHARED_ITEM, does it actually return anything ie what is the value of `numOfUpdates`?","[(4, ['SHARED_ITEM', 'numOfUpdates'])]",,,,,,,,,,,"No",,"No","N/A",
8949391,11247794,"Leigh","Jan 23 '12 at 20:24:38",3,"Re: *there are no methods with the specified method name* Actually I think getNetworkUpdates() is returning another network object. Try accessing the underlying list. See the updated example.","[(4, ['getNetworkUpdates()', 'getNetworkUpdates'])]",,,,,,,,,,,"No",,"No","N/A",
8949391,11247862,"user1161447","Jan 23 '12 at 20:27:39",4,"to answer your first question, the value of numOfUpdates is 0 which is confusing as I know there are shared status updates","[(4, ['numOfUpdates'])]",,,"[(6, ['numOfUpdates'])]","[(6, ['numOfUpdates'])]",6,"Provides additional information about the context of the question that changes the answer
","Yes",4,"this follows up on comment 1 explaining the observed behavior","Yes (w/ editing)","Yes",6,"Yes","No","Yes (w/ editing)"
8949391,11247918,"Leigh","Jan 23 '12 at 20:30:28",5,"Can you retrieve updates of any kind?",,,,,,,,,,,,"No",,"No","N/A",
8949391,11247950,"user1161447","Jan 23 '12 at 20:31:42",6,"When I use the updated example here's the error: Index: 0, Size: 0 java.lang.IndexOutOfBoundsException","[(5, ['java.lang.IndexOutOfBoundsException', 'lang.I', 'IndexOutOfBounds'])]",,,,,,,,6,"mentions exception and edit places a comment related to handling size 0","Yes (w/ editing)","Yes",6,"Yes","Yes","Yes (w/ editing)"
8949391,11248047,"user1161447","Jan 23 '12 at 20:35:59",7,"In your example you have ""yourClientObject"" and then two lines down you have ""yourClient"" is there a difference? I wanted to make sure I wasn't missing something there.","[(5, ['yourClient', 'yourClientObject'])]","[(5, {'yourClient'})]","[(5, {'yourClient'})]","[(5, ['yourClientObject', 'yourClient'])]","[(5, ['yourClient', 'yourClientObject'])]",5,"Comment asks about a typo and the typo is fixed","Yes",5,"mentions typo and it gets fixed in the example","Yes (w/ editing)","No",5,"Yes","No","Yes (w/ editing)"
8949391,11248079,"Leigh","Jan 23 '12 at 20:37:34",8,"Sorry that was a typo (fixed now). Re: *IndexOutOfBoundsException* I posted that before you mentioned numOfUpdates is zero. The snippet needs validation or it will fail if there are no updates (like accessing an array position that does not exist). I do not know the api well enough to know why you are not getting any results though. Can you get any updates at all?","[(5, ['numOfUpdates', 'IndexOutOfBounds'])]",,,,,,,,,,,"No",,"No","N/A",
8949391,11248098,"user1161447","Jan 23 '12 at 20:38:53",9,"Apparently not.. but I can post updates with no problem using LinkedInApiClient.postNetworkUpdate(""test 2"")","[(6, ['postNetworkUpdate(""test 2"")', 'postNetworkUpdate', 'LinkedInApiClient', 'LinkedInApiClient.postNetworkUpdate', 'LinkedInApiClient.postNetworkUpdate(""test 2"")'])]",,,,,,,,,,,"No",,"No","N/A",
8949391,11248598,"Leigh","Jan 23 '12 at 21:06:05",10,"Unfortunately, I have reached the end of my limited knowledge on this :/ I think the list snippet will work, but only if you can get some updates. Rather than my guessing, you might want to ask the folks on linkedinj mailing list.",,,,,,,,,,,,"No",,"No","N/A",
8949391,11267881,"user1161447","Jan 24 '12 at 17:49:26",11,"Leigh.. I'm gonna go ahead and say that this does work. As I tried using my other LinkedIn account and it does retrieve the last update key. Yes! Now if I can just figure out why one account works and the other does not work... both of them have a ""last update"" so I'm not sure what the deal is. Thanks so much for your help.","[(6, ['LinkedIn'])]",,,,,,,,,,,"No",,"No","N/A",
8949391,11268625,"Leigh","Jan 24 '12 at 18:30:59",12,"Glad I could provide a starting point. If you do figure out the issue, feel free to add an update to the original question for others that run into the same problem.",,,,,,,,,,,,"No",,"No","N/A",
8949391,11291303,"user1161447","Jan 25 '12 at 17:59:43",13,"It appears I need to use the getUserUpdates() rather than getNetworkUpdates() but I've decided not to use LinkedIn J and replaced it with another API that I find more friendly to use called Scribe to handle the OAuth and then generate URL's from apigee.com to pass through scribe. Simpler approach for me..",,,,,,,,,,,,"No",,"No","N/A",
8949391,11365272,"Leigh","Jan 29 '12 at 21:13:48",14,"Thanks for the follow-up and tip about Scribe.",,,,,,,,,,,,"No",,"No","N/A",
10209691,13111922,"Mathias Schwarz","Apr 18 '12 at 12:53:20",1,"`getAbsolutePath` is not required to remove `..` and `.`. The only guarantee is the that the path returned is not relative.","[(2, ['getAbsolutePath', '..', '.'])]","[(2, {'getAbsolutePath'})]","[(2, {'getAbsolutePath'})]","[(2, ['getAbsolutePath'])]","[(2, ['getAbsolutePath'])]",2,"Comment mentions an error with the current api used.","Yes",2,,"Yes","No",2,"Yes","No","Yes"
10209691,13111972,"sp00m","Apr 18 '12 at 12:55:01",2,"Yeah, I just understood it, I edited before you posted :)",,,,,,,,,,,,"No",,"No","N/A",
12609830,17025761,"yams","Sep 27 '12 at 17:29:35",1,"Ok this works but I need to return the definition from the sentence in it's original form not the lower case form.",,,,,,7,"Comment mentions an additional constraint they need and an edit was made to address it (after a comment 3 which suggests the actual changes)","Yes",7,,"Yes (w/ editing)","No",7,"Yes","No","Yes (w/ editing)"
12609830,17026259,"MrLore","Sep 27 '12 at 17:51:20",2,"The definition returned is always exactly as it appears in the text. If it's showing lower case, then that's because you used a sentence where the definition is in lower case. My example was mixed case to indicate this.",,,,,,,,,,,,"No",,"No","N/A",
12609830,17027637,"MrLore","Sep 27 '12 at 18:46:25",3,"If you're wanting to change the case of the definition you could always replace `phrase.append(words[i]);` with `phrase.append(words[i].toUpperCase().charAt(0)); if(words[i].length() > 1) phrase.append(words[i].substring(1));`","[(7, ['toUpperCase', 'phrase.append(words[i].toUpperCase()', 'charAt(0))', 'phrase.append(words[i]);', '.charAt(0))', 'charAt', 'phrase.append(words[i].substring(1))', 'append(words[i].substring(1))', 'phrase.append(words[i])', 'if(words[i].length()', 'append(words[i].toUpperCase()', 'phrase.append(words[i].toUpperCase().charAt(0)); if(words[i].length() > 1) phrase.append(words[i].substring(1));', 'phrase.append', 'append(words[i])'])]","[(7, {'append(words[i])', '.length()', '.toUpperCase()', 'append(words[i].substring(1)', 'if(words[i].length()', 'append(words[i].toUpperCase()'})]",,,,,,,,,,"No",,"No","N/A",
12609830,17028327,"yams","Sep 27 '12 at 19:13:40",4,"I am getting a array out of bounds on initialism.append(word.toUpperCase().charAt(0));","[(7, ['append(word.toUpperCase()', 'toUpperCase', 'initialism.append', 'initialism.append(word.toUpperCase().charAt(0))', 'charAt(0))', 'charAt', 'word.toUpperCase'])]","[(7, {'append(word.toUpperCase()'})]","[(7, {'append(word.toUpperCase()'})]","[(7, ['charAt', 'append(word.toUpperCase()', 'toUpperCase', 'charAt(0)'])]","[(7, ['toUpperCase', 'charAt', 'append(word.toUpperCase().charAt(0))'])]",7,"Mentions an error they are getting. Solution is proposed in comment 7 then edited into the answer","Yes",9,,"Yes (w/ editing)","Yes",7,"Yes","No","Yes (w/ editing)"
12609830,17029303,"MrLore","Sep 27 '12 at 19:56:33",5,"In fact that exception would be StringIndexOutOfBoundsException, I can't work out anything that gives ArrayIndexOutOfBoundsException.","[(7, ['ArrayIndexOutOfBoundsException', 'StringIndexOutOfBoundsException'])]",,,,,,,,,,,"No",,"No","N/A",
12609830,17029829,"yams","Sep 27 '12 at 20:17:31",6,"Sorry typo on my part it was a StringIndexOutOfBoundsException","[(7, ['StringIndexOutOfBoundsException'])]",,,,,,,,,,,"No",,"No","N/A",
12609830,17030429,"MrLore","Sep 27 '12 at 20:42:22",7,"Then yeah, just remove double spaces from your sentences when you call the method: `getDefinition(""fbf"", ""foo bar baz"".replace("" "", "" "")));` or add `sentence = sentence.replace("" "", "" "");` to the getDefinition method. Edit: SO is removing double spaces from my input, so don't just copy and paste. And proves you should be doing it anyway ;)","[(7, ['replace("" "", "" "")', 'sentence = sentence.replace("" "", "" "");', 'sentence.replace("" "", "" "")', 'getDefinition(""fbf"", ""foo bar baz"".replace("" "", "" "")))', 'sentence = sentence', 'getDefinition', 'sentence.replace', 'getDefinition(""fbf"", ""foo bar baz"".replace("" "", "" "")));'])]","[(7, {'sentence', 'sentence = sentence', 'sentence.replace'})]",,,,,,,,,,"No",,"No","N/A",
12609830,17030568,"yams","Sep 27 '12 at 20:49:05",8,"Ok MrLore...last statement was kinda confusing. So where do I do the replace at","[(7, ['MrLore'])]",,,,,,,,,,,"No",,"No","N/A",
12609830,17030760,"MrLore","Sep 27 '12 at 20:57:47",9,"I've edited in all the changes you mentioned.",,,,,,,,,,,,"No",,"No","N/A",
15182578,46249339,"immibis","Mar 12 '15 at 02:16:08",1,"Pedantically, `new Random(-229985452).nextInt(27)` always returns 8.","[(3, ['nextInt(27)', 'Random(-229985452)', 'new Random(-229985452).nextInt(27)', 'nextInt', '.nextInt(27)'])]","[(3, {'nextInt(27)', 'nextInt'})]","[(3, {'nextInt', 'nextInt(27)'})]","[(3, ['nextInt(27)', 'nextInt'])]","[(3, ['nextInt', 'new Random(-229985452).nextInt(27)', 'Random(-229985452).nextInt(27)'])]",,,,,,,"No",,"No","N/A",
15182578,72411964,"roottraveller","Mar 07 '17 at 07:22:09",2,"@immibis why? i mean Random() should return random number every time, not a fix ordered number set?","[(3, ['Random()'])]",,,,,,,,,,,"No",,"No","N/A",
15182578,72412069,"immibis","Mar 07 '17 at 07:25:00",3,"@rootTraveller For a start, `new Random()` doesn't return a number at all.","[(3, ['new Random()', 'Random()'])]",,,,,,,,,,,"No",,"No","N/A",
15182578,73644886,"jpmc26","Apr 07 '17 at 23:21:37",4,"@immibis 4 years and a month late, but fixed for ya. ;D",,,,,,,,,,,,"No",,"No","N/A",
15182578,92370857,"plugwash","Oct 09 '18 at 13:55:18",5,"@roottraveller ""Random"" is a deterministic psuedo-random number generator. If you initialise it with a fixed seed it will produce a fixed sequence of numbers.",,,,,,,,,,,,"No",,"No","N/A",
15182578,95541101,"Sohit Gore","Jan 25 '19 at 10:36:29",6,"Is there a way these seeds are calculated? There must be some logic...or is it just brute force.",,,,,,,,,,,,"No",,"No","N/A",
16184827,23161186,"Dustin Oprea","Apr 24 '13 at 17:50:34",1,"You want to bypass the branch-predictor, why? It's an optimization.",,,,,,,,,,,,"No",,"No","N/A",
16184827,23168606,"atlaste","Apr 24 '13 at 21:57:14",2,"Because no branch is better than a branch :-) In a lot of situations this is simply a lot faster... if you're optimizing, it's definitely worth a try. They also use it quite a bit in f.ex. http://graphics.stanford.edu/~seander/bithacks.html","[(2, ['f.ex'])]",,,,,,,,,,,"No",,"No","N/A",
16184827,30989994,"Zain Rizvi","Dec 19 '13 at 21:45:03",3,"In general lookup tables can be fast, but have you ran the tests for this particular condition? You'll still have a branch condition in your code, only now it's moved to the look up table generation part. You still wouldn't get your perf boost",,,,,,,,,,,,"No",,"No","N/A",
16184827,31021845,"atlaste","Dec 20 '13 at 18:57:30",4,"@Zain if you really want to know... Yes: 15 seconds with the branch and 10 with my version. Regardless, it's a useful technique to know either way.",,,,,,,,,,,,"No",,"No","N/A",
16184827,33971695,"Kris Vandermotten","Mar 12 '14 at 12:17:50",5,"Why not `sum += lookup[data[j]]` where `lookup` is an array with 256 entries, the first ones being zero and the last ones being equal to the index?","[(2, ['lookup', 'sum += lookup[data[j]]', 'sum += lookup'])]","[(2, {'sum += lookup[data[j]]'})]","[(2, {'sum += lookup[data[j]]'})]","[(2, ['sum += lookup[data[j]]'])]","[(2, ['sum += lookup', 'sum += lookup[data[j]]'])]",2,"Comment asks for clarification on why the answer is not doing something a certain way. And edit was made to do it the way this comment suggests
","Yes",2,,"Yes","No",2,"Yes","No","Yes"
16184827,34147763,"atlaste","Mar 17 '14 at 10:24:46",6,"@KrisVandermotten +1 for that - I made a bug implementing it by checking the index of j; it should have been `lookup[data[j]]` as you suggest instead.","[(3, ['lookup[data[j]]'])]",,,,,,,,,,,"No",,"No","N/A",
16184827,34163618,"Kris Vandermotten","Mar 17 '14 at 17:17:03",7,"You say ""There has been quite some work on eliminating this branch for managed languages."" Sure, but that won't help with `sum += lookup[data[j]];`. However, what will help is that the lookup will never go out of bounds in a bug free program, so the branch predictor can predict the branch perfectly. And that means speed!","[(3, ['sum += lookup[data[j]];', 'sum += lookup[data[j]]', 'sum += lookup'])]",,,,,,,,,,,"No",,"No","N/A",
16184827,34186122,"atlaste","Mar 18 '14 at 08:33:52",8,"@KrisVandermotten Yes, that's correct. What would also help in this case is use the correct data type (e.g. `byte[] data`); that would eliminate the branch completely, which means more speed. :-) Basically I always assume that if (1) you're in a tight loop with a limited amount of code (such as here) and (2) if you could predict the branches with 'static code analysis', then the processor / JIT'ter will do their work properly.","[(3, ['byte[] data', ""'static code analysis'""])]",,,,,,,,,,,"No",,"No","N/A",
16184827,54496004,"A. Binzxxxxxx","Oct 26 '15 at 16:06:42",9,"array access means pointer operation like *(ptr + x) - right? tannery operator should be faster here - right?",,,,,,,,,,,,"No",,"No","N/A",
16184827,61960861,"Chinaxing","May 13 '16 at 16:15:49",10,"but the lookup method will need the jump instruction to jump to the target codes. this place have the unconditional jump, the cpu will always clean its pipeline in this case ? which will be bad than if prediction when the prediction hit. is this right?",,,,,,,,,,,,"No",,"No","N/A",
16184827,98815975,"Konard","May 11 '19 at 10:56:03",11,"Looks like `for (int c = 0; c < 256; ++c) lookup[c] = (c >= 128) ? c : 0;` can be replaced with `for (int c = 128; c < 256; ++c) lookup[c] = c;` because array already initialized to zeros in managed language on initialization.",,,,,,,,,,,,"No",,"No","N/A",
25776305,40312456,"snobbysteven","Sep 10 '14 at 22:50:44",1,"public Quadratic(){
 int a=0;
 int b=0;
 int c=0;
 int x=0;
 }
 

 public void setQuadratic(int newA, int newB, int newC){
 a=newA;
 b=newB;
 c=newC;
 }


Then in the demo class I give (a,b,c) a value. (I cant get it to show in code form for some reason)","[(2, ['a=newA', 'x=0', 'a=0', 'Quadratic()', 'b=0', 'newB', 'b=newB', 'newA', 'setQuadratic', 'c=0', 'newC', 'setQuadratic(int newA, int newB, int newC)', 'c=newC'])]","[(2, {'setQuadratic', 'setQuadratic(int newA, int newB, int newC)'})]","[(2, {'setQuadratic', 'setQuadratic(int newA, int newB, int newC)'})]","[(2, ['c', 'b', 'Quadratic()', 'setQuadratic(int newA, int newB, int newC)', 'a', 'setQuadratic', 'newA', 'newC', 'newB'])]","[(2, ['newC', 'setQuadratic(int newA, int newB, int newC)', 'setQuadratic', 'newB', 'Quadratic()', 'newA'])]",2,"Comment provides additional information that the answer is then updated to reflect","Yes",2,,"No","No",2,"Yes","Yes","No"
25776305,40312617,"nem035","Sep 10 '14 at 22:59:51",2,"@snobbysteven check my edited answer.",,,,,,,,,,,,"No",,"No","N/A",
25776305,40314541,"snobbysteven","Sep 11 '14 at 01:10:25",3,"thank you so much! that helped a lot. I have one more question about how that would adjust the last part I need to do which is:

public static Quadratic scale(double r, Quadratic q)

//the return value is the quadratic expression obtained by multiplying each of q's coefficients by the number r.

for that I can do something along the lines of 

result.a=result.a*r;

 correct? but with r being a double is there a easy way for me to change the int's in result over to doubles?","[(6, ['scale(double r, Quadratic q)', 'a=result'])]",,,,,,,,,,,"No",,"No","N/A",
26147953,40988636,"PhoonOne","Oct 01 '14 at 18:34:50",1,"so I used that, my arrayList<String> convertedList came back as [[1,2,3,4]] still. @gtgaxiola","[(3, ['convertedList', 'List<String>', '<String>', 'arrayList'])]","[(3, {'List<String>', '<String>'})]","[(3, {'<String>', 'List<String>'})]","[(3, ['List<String>', '<String>'])]","[(3, ['<String>', 'List<String>'])]",3,"Comment mentions the solution is still not what they want. An example is added to help","No",3,,"No","No",3,"Yes","No","No"
26147953,40988803,"gtgaxiola","Oct 01 '14 at 18:39:26",2,"I believe is your `transformToMap(myObject);` what is making a difference...","[(3, ['transformToMap', 'myObject', 'transformToMap(myObject);', 'transformToMap(myObject)'])]",,,,,,,,,,,"No",,"No","N/A",
