AnswerId,CommentId,EditIds,EditGroups,Useful
10276157,13217569,,"[(2, [""$(this).data('disabled')"", 'preventDefault', ""'disabled'""])]",
10276157,13217836,,,
10276157,13218665,,,
10276157,13219640,,,
10276157,41699112,,,
10276157,44962564,,,
10276157,44973406,,,
10276157,45015832,,,
10276157,61371277,,,
10276157,61390717,,,
10276157,62892958,,,
10276157,62894377,,,
10276157,62900056,,,
10276157,62911385,,,
10276157,69158950,19,,No
10276157,69160925,,,
10276157,69160996,,,
10276157,70316529,,,
10276157,76512491,,,
10971756,27166543,3,,Yes
10971756,28528333,4,"[(4, ['$sce.trustAsHtml(someHtmlVar);', '$sce.trustAsHtml(someHtmlVar)', 'thisCanBeusedInsideNgBindHtml', 'trustAsHtml', '$scope.thisCanBeusedInsideNgBindHtml', 'someHtmlVar', 'thisCanBeusedInsideNgBindHtml ='])]",Yes
10971756,34096534,,,
10971756,34481302,,,
10971756,34751581,,,
10971756,38282486,,,
10971756,40388182,,,
10971756,48816569,,,
10971756,50848199,,,
10971756,52508562,,,
10971756,56993385,,,
10971756,57510285,,,
10971756,63884059,,,
10971756,68799444,,,
10971756,74692252,,,
10971756,88761613,,,
10971756,94980033,,,
12110466,16189315,3,,No
12110466,16189413,,,
12110466,16189860,3,"[(3, [""$('#mapimage')"", ""$('#mapimage').mapster("", 'fillColor', ""'ff0000'""])]",No
12110466,16189970,,,
12110466,16190255,,"[(3, [""$('#mapimage')"", ""$('#mapimage').mapster("", 'fillColor', ""'ff0000'""])]",
12110466,16190561,,,
12110466,16190705,,,No
12110466,16190884,,,
12110466,16190901,,,
12110466,16192535,,,
12110466,16194416,,,
12609830,17025761,7,,Yes (w/ editing)
12609830,17026259,,,
12609830,17027637,,,
12609830,17028327,7,"[(7, ['toUpperCase', 'charAt', 'append(word.toUpperCase().charAt(0))'])]",Yes (w/ editing)
12609830,17029303,,,
12609830,17029829,,,
12609830,17030429,,,
12609830,17030568,,,
12609830,17030760,,,
12903280,17532981,,,
12903280,17534415,,,
12903280,17536333,,,
12903280,17999766,,"[(2, ['startFragment'])]",
12903280,18227885,,,
12903280,18227958,,,
12903280,18340078,,"[(3, ['FragmentTest'])]",
12903280,18340154,,,
12903280,18342696,,,
12903280,24406818,2,,No
12903280,24655332,,,
12903280,24669868,,,
12903280,24718746,,,
12903280,24730823,,,
12903280,24731045,,,
12903280,27853511,3,"[(3, ['util.F', 'startFragment', 'FragmentTest'])]",Yes
12903280,36378748,,,
14854568,20821431,,,
14854568,20822156,,,
14854568,21282911,5,,No
14854568,21284082,,,
14854568,21285346,,,
14854568,21285538,,,
14854568,21292124,,,
14854568,21338220,,,
14854568,21348040,,,
14854568,21364131,,,
14854568,33143301,,,
14854568,60279915,10,"[(10, ['outerArr', '$arr);', '$outerArr);'])]",Yes w/ edits
14854568,90139466,,,
14854568,93774459,,,
15182578,46249339,,"[(3, ['nextInt', 'new Random(-229985452).nextInt(27)', 'Random(-229985452).nextInt(27)'])]",
15182578,72411964,,,
15182578,72412069,,,
15182578,73644886,,,
15182578,92370857,,,
15182578,95541101,,,
15593865,30807688,,,
15593865,53536077,,,
15593865,54920901,,,
15593865,67081836,3,,No
15593865,72536043,,,
15593865,74476524,,,
15593865,87891946,,,
16184827,23161186,,,
16184827,23168606,,,
16184827,30989994,,,
16184827,31021845,,,
16184827,33971695,2,"[(2, ['sum += lookup', 'sum += lookup[data[j]]'])]",Yes
16184827,34147763,,,
16184827,34163618,,,
16184827,34186122,,,
16184827,54496004,,,
16184827,61960861,,,
16184827,98815975,,,
17549972,25537313,3,,Yes w/ edits
17549972,25537463,3,"[(3, [""fopen('Random.csv')"", 'file = fopen'])]",Yes w/ edits
17549972,25546163,,,
18289746,26834851,7,,No
18289746,26834934,,,
18289746,26851580,,,
18289746,26851805,,,
18289746,27253049,,,
18289746,33107620,,,
20177965,30083020,3,"[(3, ['$dbInstance', 'dbInstance'])]",Yes
20177965,30083044,,,
20177965,30083076,3,,#REF!
20177965,30083287,,,
20177965,30085214,,,
20865855,31306693,,,
20865855,31306872,,,
20865855,31314733,,,
20865855,31314815,7,,No
20865855,31315098,,,
20865855,31315946,,,
20865855,31316495,,,
20865855,31316652,,,
20865855,31317378,,,
20865855,31317458,,,
20865855,31317547,,,
20865855,31321691,,,
20865855,31321825,,,
20865855,31322402,11,,No
20865855,31322557,,,
20865855,31323804,12,,Yes w/ edits
21700067,32809012,3,"[(3, ['$_POST', '_POST'])]",No
21700067,32809033,3,,No
21700067,32809422,,,
21700067,32847826,,,
22459325,34161013,2,"[(2, ['if=""item', ""'New'""])]",No
22459325,34161197,,,
22459325,34161507,,,
22459325,34161700,,,
24548749,38018547,2,"[(3, ['onProgressUpdate', 'onProgressUpdate()'])]",No
24548749,38018919,,,
24548749,38018926,3,"[(3, ['AsyncTasks'])]",No
24548749,38019132,,,
24548749,38019634,5,"[(5, ['wait()'])]",No
24548749,38022294,,,
24548749,38024895,,,
24548749,38062397,,,
24548749,38063308,,,
24548749,75658099,12,"[(12, ['AsyncTasks'])]",Yes
24548749,75690456,,,
24548749,75700495,,,
24548749,75713057,,,
24823645,38541844,3,,No
24823645,38541950,3,"[(3, ['xrange(nlocs))'])]",No
24823645,38542075,,,
24823645,38542091,,,Yes (w/ editing)
24823645,38542128,,,
24823645,38542259,,,
24823645,38544664,,,
25776305,40312456,2,"[(2, ['newC', 'setQuadratic(int newA, int newB, int newC)', 'setQuadratic', 'newB', 'Quadratic()', 'newA'])]",No
25776305,40312617,,,
25776305,40314541,,,
25860071,40496654,,,
25860071,40504824,2,,No
25860071,40529326,,,
25860071,40897655,,,
25860071,40908981,,,
26147953,40988636,3,"[(3, ['<String>', 'List<String>'])]",No
26147953,40988803,,,
26147953,40988918,,,
26147953,40989584,,,
26147953,40989717,,,
28434849,45199825,,,
28434849,45199979,,,
28434849,45200180,3,,Yes
28434849,45200211,,,
28434849,45200372,,,
28434849,45200428,,,
28434849,45200574,,,
28434849,45200784,,,
28434849,45200898,,,
28434849,45200949,,,
28434849,45200991,,,
28650939,45599549,4,,No
28650939,45599576,4,"[(3, ['sort(scale)'])]",Yes w/ editing
28650939,45600814,,,
28650939,45610739,,,
29052353,46342850,3,"[(3, ['flagAlarmSet'])]",Yes w/ editing
29052353,46342927,,,
29052353,46362408,,,
29052353,46362682,,,
29052353,46374327,,,
29052353,46401405,12,,Yes w/ editing
29052353,46402569,12,,No
29052353,46402646,,,
29052353,46402851,12,,No
29052353,46403096,,,
29052353,46439735,,,
29380845,59094999,7,,No
29380845,59096499,,,
29380845,60655704,,"[(10, ['okHttpClient', 'Retrofit.B'])]",
29380845,62161984,,"[(10, ['Retrofit.B'])]",
29380845,62217588,,,
29380845,62217786,,,
29380845,81123094,16,,Yes w/ edits
29380845,81225781,,,
29684940,47506763,,,
29684940,47506805,,,
29684940,47506912,3,"[(3, ['dt.datetime(1970, 1, 1, 0, 12)', 'datetime(1970, 1, 1, 0, 12)'])]",No
29684940,47506970,,,
29684940,47507043,,,
29684940,47507551,,,
29998062,48115521,,,
29998062,48115788,,"[(4, ['print(char,end = """")', 'end = """"'])]",
29998062,48115794,,,
29998062,48116117,3,"[(3, ['vowels_found = 0'])]",Yes
29998062,50841257,6,"[(8, ['non_vowels'])]",No
29998062,50843538,8,,No
29998062,50846358,8,"[(8, [""'aeiou'"", 'non_vowels = bytearray', ""'mississippi'"", 'non_vowels'])]",No
29998062,50847983,,,
29998062,50849707,,,
29998062,50852801,,,
29998062,50874438,17,,No
29998062,50874567,,,
29998062,55689706,,,
30254825,48610398,,,
30254825,48611301,,,
30254825,48612421,,,
30254825,48613457,10,"[(8, ['agent_list = list'])]",Yes w/ editing
30461539,49003715,3,,No
30461539,49004265,,,
30461539,49004565,,,
30461539,49005795,4,,No
30461539,49006363,4,,No
30461539,49011916,,,
30461539,49012332,,,
30461539,49055935,,,
30933006,49901569,4,,No
30933006,49901923,4,"[(4, ['pygame.K_UP', 'type == pygame', 'key == pygame', 'pygame.K', 'K_UP', 'pygame.KEYDOWN'])]",No
30933006,49904326,,,
30933006,49904736,5,,No
30933006,49904945,,,
30933006,49906541,,,
31170733,50349478,2,,Yes
31170733,50357283,,,
31170733,50384180,,,
31786638,51501974,3,,No
31786638,51502123,,,
31786638,51502183,,,
31786638,51502287,,,
31786638,51502321,,,
32050571,52002050,4,"[(4, ['onCreate'])]",No
32050571,52002098,,,
32050571,52002951,,,
32050571,52005845,5,,No
32050571,52006001,,,
32050571,52006363,,,
32050571,52006427,,,
32772686,55310315,8,,No
32772686,57592499,6,"[(8, ['prettyJason'])]",No
32772686,61337228,,,
32772686,61416177,,,
32772686,61470027,,,
32772686,61536194,,,
32772686,61622549,,,
32772686,62395077,,,
32772686,64694872,13,,Yes w/ edits
32772686,69788556,14,,Yes w/ edits
32772686,74176968,,,
32772686,76721239,,,
32772686,82118912,,,
32772686,82128797,,,
32772686,88535400,,,
32772686,94207483,,,
32823117,53482024,,,
32823117,53482331,,,
32823117,53482423,2,"[(3, ['phpinfo()'])]",Yes w/ edits
32823117,53482475,,,
32823117,53485149,,,
33110852,54036024,2,,No
33110852,54036237,,,
33110852,54036379,2,,No
33110852,54036712,,,
33110852,54037195,,,
34459380,56660935,3,"[(3, ['setItem', 'theArray', 'localStorage'])]",No
34459380,56660950,,,
34459380,56660995,3,,No
34459380,56661082,,,
34459380,56661120,,,
34767888,57280599,2,,No
34767888,57280657,,,
34767888,57280678,,,
34767888,57280718,,,
34767888,57280821,,,
34767888,57281428,,,
34767888,57281494,,,
34767888,57281618,,,
34767888,57281635,,,
34767888,57281713,,,No
34767888,57298521,,,
34767888,57298890,,,
34767888,57299000,,,
34767888,57299187,,,
34866541,57472423,2,,No
34866541,57472436,,,
36487361,60583968,2,,No
36487361,60584250,4,,No
36487361,60585286,,,
36487361,60587641,,,No
36957365,61472913,,,
36957365,61473707,,,
36957365,61474859,3,,No
36957365,61497646,,,
37294534,62115537,2,"[(2, ['getPost', 'isFinishedLoading'])]",No
37294534,62115552,2,,No
37294534,62115623,,,
37294534,62115703,2,"[(3, ['RecyclerView', 'postContainer'])]",No
37294534,62115904,2,,No
37294534,62116386,3,"[(3, ['postContainer'])]",No
37294534,62116967,,,
37294534,62117488,,,
37294534,62117727,,,
37294534,62118368,,,
37294534,62118607,,,
37760452,62989985,2,,No
37760452,62990149,,,
37760452,62990152,3,,No
37760452,62990176,3,,No
37760452,62990207,,,
37760452,62990312,3,,No
37760452,62990390,,,
37760452,62990408,4,,No
37760452,62990434,,,
39806193,66903889,2,"[(2, ['TabMessage'])]",No
39806193,66903924,,,
39806193,66903931,,,
39806193,66903999,,,
39806193,66904407,,,
39806193,66904516,,,
39806193,66904716,,,
39806193,66905085,,,
39806193,66908654,,,
39807014,66905486,2,,Yes w/ editing
39807014,66905665,,,
39807014,66905710,,,
39807014,66905752,,,
39807014,66905797,,,
39807014,66905823,,,
40029073,67335408,3,"[(3, ['showRecipe', 'RecipeContent'])]",No
40029073,67335516,,,
40029073,67335666,,"[(3, ['recipeId'])]",
40029073,67335753,,,
40029073,67335810,,,
40029073,67336071,,,
40029073,67347279,,,
40029073,67347289,,,
40029073,67348354,,,
40029073,67350839,,,
40029073,67352868,,,
40142454,67573189,,,
40142454,77047701,,,
40142454,77054993,,,
40142454,77055029,,,
40142454,77908746,10,"[(10, ['android.M'])]",Yes
40142454,82275799,11,"[(11, ['checkLocationPermission()', 'checkLocationPermission', 'onResume()', 'onResume'])]",Yes
40142454,82279264,,,
40142454,87169442,,,
40551277,68342324,2,,No
40551277,68342712,,,
40551277,68342768,2,,No
40551277,68343032,,,Yes w/ editing
40551277,68343385,,,
40891043,68998273,2,,No
40891043,68998433,,,
40891043,68998928,,,
40891043,68999353,,,Yes w/ editing
42207218,71575879,2,"[(2, ['A.B'])]",No
42207218,71575972,,,
42207218,71577144,3,"[(3, ['setValue'])]",No
42207218,71577391,,,
42207218,71578119,,,
42895780,72892223,2,"[(2, ['eduDescAmount'])]",Yes w/ editing
42895780,72892281,,,
42895780,72892301,,,
43163333,73401398,,,
43163333,73401405,,,
43163333,73401443,,,
43163333,73401575,,"[(3, ['googleSuggest', 'googleSuggest()'])]",
43210935,73494554,2,,Yes w/ edits
43210935,73494891,,,
43210935,73495252,,,
43212125,73504041,3,"[(3, ['NetworInterface'])]",No
43212125,73631664,3,,No
43212125,73635592,,,
43212125,85827948,,,
43673662,74393322,2,"[(2, ['getContext', 'itemView'])]",No
43673662,74393486,,,
43673662,74393524,,,
43673662,74393530,,,
43673662,74393547,3,,No
43673662,74393572,,,
43673662,74393633,,,
43673662,74393685,,,
43673662,74394859,,,
43673662,74394952,,,
43673662,74396818,,,
43673662,74430829,,,
43673662,74434383,,,
43673662,74434398,,,
43673662,74434806,,,
43673662,96064872,,,
44765572,76512660,,,No
44765572,76512728,,,
44765572,76513083,9,,No
44765572,76513265,,,
44765572,76515607,12,,Yes
44765572,76515863,,,
44765572,76520641,,,
44765572,76546761,,,
44765572,76547093,,,
44765572,76547701,,,
44765572,76548726,,,
44765572,76549281,,,
44765572,76551826,,,
45055491,77096901,6,,No
45055491,77110549,8,"[(8, ['WC_P', '$variation_obj->get_stock_quantity()', 'get_stock_quantity()'])]",No
45055491,77122670,10,"[(10, ['if( $stock <= 0 )', '0 ==', 'stock <= 0 )', 'if( 0 == $stock )'])]",No
45294926,77551529,2,,No
45294926,77551540,2,,No
45294926,77551550,,,
45294926,77551592,3,,No
45294926,77551761,,,
45294926,77551778,,,
45294926,77552193,,,
45294926,77552227,,,
45294926,77552327,,,
45294926,77552417,,,
46913880,80777400,2,"[(2, ['ArrayList'])]",No
46913880,80777546,,,
46913880,80777936,2,"[(2, ['getDt_txt()', 'getDt_txt'])]",No
46913880,80778647,,,
46913880,80780253,,,
46913880,80799317,2,,No
47482066,81919060,4,"[(3, ['service_type'])]",No
47482066,81919120,,,
47482066,86884771,,,
47482066,86893927,,,
47482066,86971488,,,
47482066,87001691,,,
48484562,83969591,2,"[(2, [""'email_addr'"", ""'first_name'""])]",No
48484562,83969793,,,
48484562,83970305,3,,No
48484562,83970545,,,
48484562,83970612,,,
48703608,84405509,2,"[(2, ['json_decode($json, true);', 'json_decode($json, true)', '$json,'])]",No
48703608,84405530,,,
48703608,84405618,3,,No
48703608,84405820,,"[(4, ['SPEC_Info'])]",
48703608,84405903,,,
48703608,84405963,4,,No
48703608,84405994,,,
48703608,84406040,4,,No
48703608,84406605,,,
48703608,84406752,,,
48703608,84406782,,,
48703608,84407132,,,
48703608,84407593,,,
48703608,84407600,,,
49516025,86040207,,,
49516025,86040597,,,
49516025,86040750,,,
49516025,86042723,8,,Yes
49516025,86048977,5,,Yes w/ editing
49516025,86050430,,,
49516025,86052241,,,
49516025,86053005,,,
49516025,86053036,,,
49516025,86053920,,,
49516025,86057941,8,,No
49516025,86062425,,,
49516025,86073288,10,,Yes w/ editing
49516025,86076620,,,
49516025,86078929,,,
49516025,86082471,11,,No
49516025,86088287,11,,Yes
49516025,86088578,,,
49516025,86088778,12,,No
49516025,86089223,12,,Yes w/ editing
49516025,86089397,,,
49516025,95713780,,,
49516025,95721523,,,
49878150,86772081,2,,No
49878150,86772246,,,
49878150,86772414,4,,No
49878150,86772755,,,
49878150,86774784,,,
50130390,87291735,2,"[(3, ['IntStream', 'distinct()', 'forEach', 'nextInt'])]",No
50130390,87317646,,,
50130390,87317792,,,
50817638,88652549,3,,No
50817638,88656585,,,
50817638,88657375,3,,No
50817638,88658518,,,
50817638,88658627,,,
50817638,88664694,,,
51211968,89409370,3,,No
51211968,89410459,,,
51211968,89416283,3,,No
51211968,89420284,,,
51211968,89485714,,,
52347606,91640594,3,"[(3, ['System.exit(0)', 'exit(0)'])]",Yes w/ editing
52347606,91640680,3,"[(3, ['System.exit(0)', 'exit(0)'])]",Yes w/ editing
52347606,91640815,,,
52347606,91641363,,,
52609908,92154366,3,,No
52609908,92154506,,,
52609908,92154647,5,,No
52609908,92154880,,,
52609908,92155738,10,,No
52609908,92155966,,,
52609908,92156213,,,
52609908,92156243,,,
52609908,92156336,,,
52609908,92156838,,,
52609908,92157551,,,
52736206,92397999,,,
52736206,92398143,,,
52736206,92398322,,,
52736206,92398919,,,
52736206,92398930,,,
53243923,93373292,2,"[(2, ['min(list)'])]",Yes
53243923,93373300,2,,Yes
53559269,93995057,,,
53559269,93995439,,,
53559269,93996420,3,,No
53559269,94002356,,,
53574609,94013937,3,,No
53574609,94014009,3,"[(3, ['<TicketDto>', 'TicketDto', 'ticketDtos', 'List<TicketDto>'])]",Yes
53574609,94014361,,,
53574609,94014376,,,
53574609,94015303,,,
53574609,94015346,,,
53574609,94015404,,,
53879119,94605303,4,"[(4, [""'A Tale of Two Cities'""])]",No
53879119,94605310,,,
53879119,94605478,,,
53879119,94606533,7,,Yes w/ editing
53879119,94607303,,,
54301780,95423561,2,,No
54301780,95423573,,,
54301780,95423636,3,,No
54301780,95423662,,,
54301780,95423713,3,,No
54301780,95423729,,,
54301780,95424063,3,,No
54301780,95424167,,,
54301780,95424302,4,,No
54301780,95424323,,,
54301780,95424518,4,,No
54301780,95424588,,,
54301780,95424748,2,,
54301780,95424825,,,
54444184,95697817,2,"[(2, ['$stmt->bind_param(""ss"", $email, $inactiveState);', '$stmt->bind_param(""ss"",'])]",Yes
54444184,95697889,,,
54444184,95700235,3,,No
54547101,95902251,,"[(2, [""'something'""])]",
54547101,95902876,,,Yes w/ editing
54547101,95904401,3,"[(3, ['data1 = defaultdict', 'defaultdict(dict, data)'])]",
54547101,95906493,,,
54574479,95946738,2,,No
54574479,95946842,,,
54574479,95947344,,,
54574479,95947501,,,
55026068,96837104,3,"[(3, ['(in_array($key, $keys,true))', 'in_array($key, $keys,true))', '$key,'])]",Yes w/ edits
55026068,96847690,,,
55224131,97183568,,,
55224131,97183611,,,
55224131,97183945,,,
55224131,97184163,,,
55224131,97184266,,,
55224131,97184305,,,
55224131,97184583,4,,Yes
55224131,97184633,,,
55224131,97184703,5,,No
55224131,97184815,,,
55224131,97185070,,,
55224131,97185100,,,
55781177,98233370,2,,Yes w/ editing
55781177,98233400,,,
55781177,98233445,2,,No
55781177,98233587,,,
55781177,98233641,3,,Yes w/ editing
55781177,98233670,,,
55781177,98233733,4,,No
55781177,98233890,,,
55801335,98271491,3,,Yes
55801335,98271556,,,
55801335,98271580,3,"[(3, ['isDone'])]",Yes
55801335,98271684,,,
55801335,98273113,,,
55801335,98350030,,,
55801335,98353469,,,
